:START_ID,:END_ID,:TYPE,strength
event/5e124441,agent_pip/db4d148c,PRODUCES_ACTOR,1.0
event/c52f52a1,agent_pip/6a220487,PRODUCES_ACTOR,1.0
event/c52f52a1,agent_mrs._joe_gargery/b063169e,PRODUCES_ACTOR,0.5
event/afc7168a,agent_pip/f5da6337,PRODUCES_ACTOR,1.0
event/84ac3fcf,agent_pip/fc379b1b,PRODUCES_ACTOR,1.0
event/ae92cd87,agent_pip/658fe82b,PRODUCES_ACTOR,1.0
event/5da2fdf6,agent_pip/f3bbc1b7,PRODUCES_ACTOR,1.0
event/02cd66d5,agent_convict/b006facb,PRODUCES_ACTOR,1.0
event/02cd66d5,agent_pip/c72bbdb8,PRODUCES_ACTOR,0.9
event/c48b60b0,agent_pip/7b48d103,PRODUCES_ACTOR,1.0
event/c48b60b0,agent_convict/f755d61b,PRODUCES_ACTOR,0.8
event/ce1695be,agent_man/convict/868f0131,PRODUCES_ACTOR,1.0
event/ce1695be,agent_pip/a3b3953f,PRODUCES_ACTOR,0.7
event/9a531af4,agent_man/convict/0a573180,PRODUCES_ACTOR,1.0
event/9a531af4,agent_pip/4105dcb5,PRODUCES_ACTOR,0.6
event/51a46dd8,agent_pip/25df732b,PRODUCES_ACTOR,1.0
event/8895c14a,agent_man/convict/8688468b,PRODUCES_ACTOR,1.0
event/8895c14a,agent_pip/f8c424fb,PRODUCES_ACTOR,0.7
event/61448973,agent_the_man/f4c25726,PRODUCES_ACTOR,1.0
event/416115f2,agent_pip/0147a42e,PRODUCES_ACTOR,1.0
event/9c805999,agent_the_man/7a3d9eb1,PRODUCES_ACTOR,1.0
event/9c805999,agent_pip/7cf178a2,PRODUCES_ACTOR,0.9
event/37186823,agent_pip/20325709,PRODUCES_ACTOR,1.0
event/3b209be6,agent_unknown_man/ba19ba99,PRODUCES_ACTOR,1.0
event/3b209be6,agent_pip/396f652e,PRODUCES_ACTOR,0.9
event/fb71004a,agent_unknown_man/19ea4789,PRODUCES_ACTOR,1.0
event/d5bbca8e,agent_convict/ffab5951,PRODUCES_ACTOR,1.0
event/d5bbca8e,agent_pip/45d31390,PRODUCES_ACTOR,0.7
event/640af074,agent_pip/738de164,PRODUCES_ACTOR,1.0
event/640af074,agent_convict/97356eb6,PRODUCES_ACTOR,0.6
event/a3e60315,agent_convict/5c6b0ff9,PRODUCES_ACTOR,1.0
event/a3e60315,agent_pip/5262372f,PRODUCES_ACTOR,0.7
event/dde423b3,agent_pip/1028bbb8,PRODUCES_ACTOR,1.0
event/dde423b3,agent_convict/9d055905,PRODUCES_ACTOR,0.7
event/0ad53450,agent_convict/stranger/471e75a0,PRODUCES_ACTOR,1.0
event/0ad53450,agent_pip/9850ead3,PRODUCES_ACTOR,0.8
event/f1027078,agent_convict/stranger/bedf21b9,PRODUCES_ACTOR,1.0
event/1a87a5a8,agent_pip/5bad4b53,PRODUCES_ACTOR,1.0
event/d611eb16,agent_pip/ebb8fba5,PRODUCES_ACTOR,1.0
event/1c7540b2,agent_pip/eb2a677a,PRODUCES_ACTOR,1.0
event/1c7540b2,agent_limping_man/a250ae9e,PRODUCES_ACTOR,0.7
event/db77d322,agent_pip/016bb4a7,PRODUCES_ACTOR,1.0
event/6bcf2cfa,agent_pip/e613d656,PRODUCES_ACTOR,1.0
