:START_ID,:END_ID,:TYPE,weight
event/23cd98ed,why_self-identification/137ac046,PRODUCES_MOTIVATION,1.0
event/b760a944,why_family_identity/69254da8,PRODUCES_MOTIVATION,1.0
event/6a7f14fe,why_infant_development/0dd60059,PRODUCES_MOTIVATION,1.0
event/3c85710d,why_identity_formation/aad76860,PRODUCES_MOTIVATION,1.0
event/f7cc372f,why_search_for_identity/3d71f421,PRODUCES_MOTIVATION,1.0
event/7c2d8479,why_family_connection/a6d66bdd,PRODUCES_MOTIVATION,1.0
event/f3d7db57,why_loss/b10647e0,PRODUCES_MOTIVATION,1.0
event/168b2644,why_lack_of_visual_connection/602aa676,PRODUCES_MOTIVATION,1.0
event/fb23f5b7,why_historical_context/56172434,PRODUCES_MOTIVATION,1.0
event/3b172c9c,why_imagination/972d5f5a,PRODUCES_MOTIVATION,1.0
event/5c011a34,why_curiosity/44097ab1,PRODUCES_MOTIVATION,1.0
event/66b75bb0,why_childish_reasoning/1282787d,PRODUCES_MOTIVATION,1.0
event/3112b56c,why_reading_the_inscription/23c0fc34,PRODUCES_MOTIVATION,1.0
event/734dbf9d,why_reflection_on_family/13302dcb,PRODUCES_MOTIVATION,1.0
event/7b887074,why_grief_and_memory/54c06141,PRODUCES_MOTIVATION,1.0
event/573e24b1,why_childhood_perspective/b38e7ea1,PRODUCES_MOTIVATION,1.0
event/95f60f48,why_gaining_identity_of_things/33569d68,PRODUCES_MOTIVATION,1.0
event/8ee9f7cd,why_memorable_experience/873d8ac7,PRODUCES_MOTIVATION,1.0
event/8e0b3073,why_realization_of_surroundings/f1e8a74e,PRODUCES_MOTIVATION,1.0
event/b33f8cfa,why_gaining_knowledge_of_family_hi/04002f51,PRODUCES_MOTIVATION,1.0
event/76794ee2,why_gaining_knowledge_of_family_hi/f074a7e4,PRODUCES_MOTIVATION,1.0
event/39ee4883,why_recognition_of_the_landscape/c0e3accb,PRODUCES_MOTIVATION,1.0
event/b9aa27a8,why_recognition_of_the_landscape/f9e4a95d,PRODUCES_MOTIVATION,1.0
event/309e2546,why_recognition_of_the_landscape/0b7d8650,PRODUCES_MOTIVATION,1.0
event/d7ede6e2,why_fear_of_the_unknown/f94bb036,PRODUCES_MOTIVATION,1.0
event/c52160ad,why_emotional_response_to_fear/3d0ac149,PRODUCES_MOTIVATION,1.0
event/a5bbf1d3,why_surprise/ce382c19,PRODUCES_MOTIVATION,1.0
event/d91cb099,why_asserting_control/48c6c3e5,PRODUCES_MOTIVATION,1.0
event/c9ca5f4a,why_fear/5921d5ef,PRODUCES_MOTIVATION,1.0
event/62df8e22,why_fear/79b6c1fb,PRODUCES_MOTIVATION,1.0
event/26905bb9,why_contextual_description/9ba61dc6,PRODUCES_MOTIVATION,1.0
event/36cc5f83,why_contextual_description/cbf9dbd6,PRODUCES_MOTIVATION,1.0
event/0849133b,why_injury/0b6f49c9,PRODUCES_MOTIVATION,1.0
event/92134c5e,why_cold/51200ffd,PRODUCES_MOTIVATION,1.0
event/07c6b73d,why_anger_or_threat/d47e6e0e,PRODUCES_MOTIVATION,1.0
event/86cf3887,why_anger_or_threat/6e84107f,PRODUCES_MOTIVATION,1.0
event/59592dbc,why_cold_or_fear/d0073770,PRODUCES_MOTIVATION,1.0
event/32c3a10c,why_intimidation/2c9a1038,PRODUCES_MOTIVATION,1.0
event/3e296ebb,why_fear/4d4df434,PRODUCES_MOTIVATION,1.0
event/c346a52c,why_fear/72e1f281,PRODUCES_MOTIVATION,1.0
event/cdd72180,why_fear/7fafb4c7,PRODUCES_MOTIVATION,1.0
